1.00	1.25


0.00	0.53
0.00	0.53
0.00	0.53
1.00	0.53
1.00	0.53
1.00	0.53
1.00	0.53
1.00	0.53
1.00	0.55
2.00	0.55
2.00	0.55
2.00	0.55
2.00	0.55
2.00	0.55
2.00	0.55
2.00	0.55
3.00	0.59
3.00	0.59
3.00	0.59
3.00	0.59
3.00	0.59
4.00	0.59
4.00	0.59
4.00	0.59
4.00	0.59
4.00	0.60
4.00	0.60
5.00	0.60
5.00	0.60
5.00	0.60
5.00	0.60
5.00	0.60
5.00	0.60
5.00	0.60
6.00	0.62
6.00	0.62
6.00	0.62
6.00	0.62
6.00	0.62
6.00	0.62
7.00	0.62
7.00	0.62
7.00	0.66
7.00	0.66
7.00	0.66
7.00	0.66
8.00	0.66
8.00	0.66
8.00	0.66
8.00	0.66
8.00	0.68
8.00	0.68
9.00	0.68
9.00	0.68
9.00	0.68
9.00	0.68
9.00	0.68
9.00	0.68
10.00	0.70
10.00	0.70
10.00	0.70
10.00	0.70
10.00	0.70
11.00	0.70
11.00	0.70
11.00	0.74
11.00	0.74
11.00	0.74
12.00	0.74
12.00	0.74
12.00	0.74
12.00	0.74
12.00	0.74
12.00	0.74
12.00	0.75
13.00	0.75
13.00	0.75
13.00	0.75
13.00	0.75
13.00	0.75
13.00	0.75
14.00	0.75
14.00	0.79
14.00	0.79
14.00	0.79
14.00	0.79
14.00	0.79
15.00	0.79
15.00	0.79
15.00	0.79
15.00	0.81
15.00	0.81
16.00	0.81
16.00	0.81
16.00	0.81
16.00	0.81
16.00	0.81
16.00	0.81
17.00	0.83
17.00	0.83
17.00	0.83
17.00	0.83
17.00	0.83
17.00	0.83
18.00	0.83
18.00	0.83
18.00	0.86
18.00	0.86
18.00	0.86
19.00	0.86
19.00	0.86
19.00	0.86
19.00	0.88
20.00	0.88
20.00	0.88
20.00	0.88
20.00	0.88
20.00	0.88
21.00	0.88
21.00	0.92
21.00	0.91
21.00	0.92
22.00	0.91
22.00	0.91
22.00	0.91
22.00	0.91
22.00	0.91
22.00	0.93
23.00	0.93
23.00	0.93
23.00	0.93
23.00	0.93
23.00	0.93
23.00	0.93
24.00	0.93
24.00	0.95
24.00	0.95
24.00	0.95
24.00	0.95
24.00	0.95
24.00	0.95
25.00	0.95
25.00	0.95
25.00	0.97
25.00	0.97
25.00	0.97
25.00	0.97
26.00	0.97
26.00	0.97
26.00	0.97
26.00	0.97
26.00	0.98
27.00	0.98
27.00	0.98
27.00	0.98
27.00	0.99
27.00	0.99
28.00	0.99
28.00	0.99
28.00	0.99
28.00	0.99
28.00	0.99
29.00	0.99
29.00	0.99
29.00	1.02
29.00	1.02
29.00	1.02
29.00	1.02
30.00	1.02
30.00	1.02
30.00	1.02
30.00	1.02
30.00	1.03
30.00	1.03
30.00	1.03
31.00	1.03
31.00	1.03
31.00	1.03
31.00	1.03
31.00	1.03
31.00	1.04
32.00	1.04
32.00	1.04
32.00	1.04
32.00	1.04
33.00	1.05
33.00	1.05
33.00	1.05
33.00	1.05
33.00	1.06
34.00	1.05
34.00	1.05
34.00	1.05
34.00	1.06
34.00	1.06
34.00	1.06
35.00	1.06
35.00	1.06
35.00	1.06
35.00	1.06
35.00	1.06
35.00	1.07
36.00	1.07
36.00	1.07
36.00	1.07
36.00	1.07
36.00	1.07
36.00	1.07
36.00	1.07
37.00	1.08
37.00	1.08
37.00	1.08
37.00	1.08
37.00	1.08
37.00	1.08
38.00	1.08
38.00	1.08
38.00	1.09
38.00	1.09
38.00	1.09
38.00	1.09
39.00	1.09
39.00	1.09
39.00	1.09
39.00	1.10
39.00	1.10
39.00	1.10
40.00	1.10
40.00	1.10
40.00	1.10
40.00	1.10
40.00	1.10
41.00	1.10
41.00	1.10
41.00	1.10
41.00	1.10
41.00	1.10
41.00	1.10
42.00	1.10
42.00	1.10
42.00	1.10
42.00	1.10
42.00	1.10
42.00	1.11
43.00	1.10
43.00	1.10
43.00	1.10
43.00	1.10
43.00	1.10
43.00	1.11
43.00	1.10
44.00	1.10
44.00	1.10
44.00	1.10
44.00	1.10
45.00	1.10
45.00	1.10
45.00	1.10
45.00	1.10
46.00	1.10
46.00	1.10
46.00	1.10
46.00	1.10
46.00	1.10
46.00	1.10
47.00	1.10
47.00	1.10
47.00	1.10
47.00	1.10
47.00	1.10
47.00	1.10
48.00	1.10
48.00	1.10
48.00	1.10
48.00	1.10
48.00	1.10
48.00	1.10
49.00	1.10
49.00	1.10
49.00	1.10
49.00	1.10
49.00	1.10
49.00	1.10
49.00	1.10
50.00	1.10
50.00	1.10
50.00	1.10
51.00	1.10
51.00	1.10
51.00	1.08
51.00	1.08
51.00	1.08
51.00	1.08
52.00	1.08
52.00	1.08
52.00	1.08
52.00	1.08
52.00	1.07
52.00	1.07
53.00	1.07
53.00	1.07
53.00	1.07
53.00	1.07
53.00	1.07
53.00	1.07
54.00	1.07
54.00	1.05
54.00	1.05
54.00	1.05
54.00	1.05
54.00	1.05
54.00	1.06
55.00	1.05
55.00	1.05
55.00	1.06
55.00	1.05
55.00	1.05
56.00	1.05
56.00	1.05
56.00	1.05
56.00	1.05
56.00	1.05
57.00	1.05
57.00	1.05
57.00	1.03
57.00	1.03
57.00	1.03
57.00	1.03
58.00	1.03
58.00	1.03
58.00	1.03
58.00	1.03
58.00	1.03
58.00	1.03
59.00	1.03
59.00	1.03
59.00	1.03
59.00	1.03
59.00	1.03
59.00	1.03
59.00	1.03
60.00	1.00
60.00	1.00
61.00	1.00
61.00	1.00
61.00	1.00
61.00	1.00
61.00	0.98
62.00	0.98
62.00	0.98
62.00	0.98
62.00	0.98
62.00	0.98
62.00	0.98
63.00	0.98
63.00	0.96
63.00	0.96
63.00	0.96
64.00	0.96
64.00	0.96
64.00	0.96
64.00	0.96
64.00	0.96
64.00	0.96
64.00	0.95
65.00	0.95
65.00	0.95
65.00	0.95
66.00	0.95
66.00	0.95
66.00	0.95
66.00	0.95
66.00	0.91
67.00	0.91
67.00	0.92
67.00	0.91
67.00	0.91
67.00	0.91
67.00	0.91
67.00	0.90
68.00	0.90
68.00	0.90
68.00	0.90
68.00	0.90
68.00	0.90
69.00	0.90
69.00	0.90
69.00	0.90
69.00	0.87
69.00	0.87
69.00	0.87
70.00	0.87
70.00	0.87
70.00	0.87
70.00	0.87
70.00	0.87
70.00	0.85
71.00	0.85
71.00	0.85
71.00	0.85
71.00	0.85
71.00	0.85
71.00	0.85
71.00	0.85
72.00	0.85
72.00	0.81
72.00	0.81
72.00	0.81
72.00	0.81
72.00	0.81
72.00	0.81
73.00	0.81
73.00	0.81
73.00	0.81
73.00	0.79
73.00	0.79
73.00	0.79
73.00	0.79
74.00	0.79
74.00	0.79
74.00	0.79
74.00	0.79
74.00	0.79
74.00	0.79
74.00	0.78
75.00	0.78
75.00	0.78
75.00	0.78
75.00	0.78
75.00	0.78
75.00	0.78
75.00	0.78
76.00	0.78
76.00	0.74
76.00	0.74
76.00	0.74
76.00	0.74
76.00	0.74
77.00	0.74
77.00	0.74
77.00	0.74
77.00	0.74
77.00	0.72
77.00	0.72
77.00	0.72
78.00	0.72
78.00	0.72
78.00	0.72
78.00	0.72
78.00	0.72
78.00	0.72
78.00	0.70
79.00	0.70
79.00	0.70
79.00	0.70
79.00	0.70
79.00	0.70
79.00	0.70
79.00	0.70
80.00	0.70
80.00	0.66
80.00	0.66
80.00	0.66
80.00	0.66
80.00	0.66
81.00	0.66
81.00	0.66
81.00	0.66
81.00	0.66
81.00	0.64
81.00	0.64
81.00	0.64
82.00	0.64
82.00	0.64
82.00	0.64
82.00	0.64
82.00	0.64
82.00	0.64
82.00	0.63
83.00	0.63
83.00	0.63
83.00	0.63
83.00	0.63
83.00	0.63
83.00	0.63
83.00	0.63
84.00	0.63
84.00	0.59
84.00	0.59
84.00	0.59
84.00	0.59
84.00	0.59
84.00	0.59
85.00	0.59
85.00	0.59
85.00	0.59
85.00	0.57
85.00	0.57
85.00	0.57
85.00	0.57
86.00	0.57
86.00	0.57
86.00	0.57
86.00	0.57
86.00	0.57
86.00	0.55
86.00	0.55
87.00	0.55
87.00	0.55
87.00	0.55
87.00	0.55
87.00	0.55
87.00	0.55
87.00	0.55
88.00	0.53
88.00	0.53
88.00	0.53
88.00	0.53
88.00	0.53
88.00	0.53
88.00	0.53
89.00	0.53
89.00	0.53
89.00	0.50
89.00	0.50
89.00	0.50
89.00	0.50
89.00	0.50
90.00	0.50
90.00	0.50
90.00	0.50
90.00	0.50
90.00	0.48
90.00	0.48
90.00	0.48
91.00	0.48
91.00	0.48
91.00	0.48
91.00	0.48
91.00	0.48
91.00	0.48
91.00	0.46
91.00	0.46
92.00	0.46
92.00	0.47
92.00	0.46
92.00	0.47
92.00	0.47
92.00	0.46
92.00	0.46
93.00	0.45
93.00	0.45
93.00	0.45
93.00	0.45
93.00	0.45
93.00	0.45
93.00	0.45
93.00	0.45
94.00	0.45
94.00	0.45
94.00	0.42
94.00	0.42
94.00	0.42
94.00	0.42
94.00	0.42
95.00	0.42
95.00	0.42
95.00	0.42
95.00	0.42
95.00	0.40
95.00	0.40
95.00	0.40
96.00	0.40
96.00	0.40
96.00	0.40
96.00	0.40
96.00	0.40
96.00	0.40
96.00	0.39
97.00	0.39
97.00	0.39
97.00	0.39
97.00	0.39
97.00	0.39
97.00	0.39
97.00	0.39
98.00	0.39
98.00	0.36
98.00	0.36
98.00	0.36
98.00	0.36
98.00	0.36
98.00	0.36
99.00	0.36
99.00	0.36
99.00	0.36
99.00	0.35
99.00	0.35
99.00	0.35
99.00	0.35
100.00	0.35
100.00	0.35
100.00	0.35
100.00	0.35
100.00	0.35
